Pub_year,Reference,Article title,Region,Location,State,Start_year,Texture,Clay,Sand,Temperature,Precipitation,Duration,Crop,Tillage,Tillage_depth,SOC_Depth,CT,RT,NT,deltaSOC,Change_rate,Change_percent,
2009,Ussiri D.A.N.; Lal R.,Long-term tillage effects on soil carbon storage and carbon dioxide emissions in continuous corn cropping system from an alfisol in Ohio,North,South Charleston,Ohio,1962,Silt loam,,,11.2,921,43,continuous corn,Chisel till,250,300,45.3,,80,34.7,807,1.78,
2009,Ussiri D.A.N.; Lal R.,Long-term tillage effects on soil carbon storage and carbon dioxide emissions in continuous corn cropping system from an alfisol in Ohio,North,South Charleston,Ohio,1962,Silt loam,,,11.2,921,43,continuous corn,Moldboard plowing,400,300,44.8,,80,35.2,819,1.83,
2009,Chatterjee A.; Lal R.,On farm assessment of tillage impact on soil carbon and associated soil quality parameters,North,Temperence,Michigan,,Clay loam,275,395,9.94,,10,corn-soybean-wheat,Chisel plow + Moldboard plow,,600,97.6,,104,6.4,640,0.66,
2009,Chatterjee A.; Lal R.,On farm assessment of tillage impact on soil carbon and associated soil quality parameters,North,Lenawee,Michigan,,Clay loam,308,355,9.5,,10,corn-soybean-wheat,Chisel plow + Moldboard plow,,600,82.3,,79,-3.3,-330,-0.4,
2009,Chatterjee A.; Lal R.,On farm assessment of tillage impact on soil carbon and associated soil quality parameters,North,Scioto,Ohio,,Loam,183,348,11.86,,15,corn-soybean,Chisel plow + Moldboard plow,,600,117,,143,26,1733.333333,1.48,
2009,Chatterjee A.; Lal R.,On farm assessment of tillage impact on soil carbon and associated soil quality parameters,North,Canal Fulton,Ohio,,Silt loam,183,315,10.21,,6,corn-soybean,Chisel plow + Moldboard plow,,600,46.3,,66.7,20.4,3400,7.34,
2009,Chatterjee A.; Lal R.,On farm assessment of tillage impact on soil carbon and associated soil quality parameters,North,Salisbury,Pennylvania,,Loam,200,476,8.35,,30,corn-alfalfa,Chisel plow + Moldboard plow,,600,96.4,,83.4,-13,-433.3333333,-0.45,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Georgetown,Kentucky,2002,Silt loam,,,13.13,,8,corn-soybean-pumpkin,Chisel plow + Moldboard plow,,600,322,,349,27,3375,1.05,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Glasgow,Kentucky,,Silt loam ,,,14.75,,10,corn-soybean-tobacco,Chisel plow + Moldboard plow,,600,233,,260,27,2700,1.16,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,McKee,Kentucky,,Silt loam,,,12.39,,15,continuous corn-tobacco,Chisel plow + Moldboard plow,,600,401,,270,-131,-8733,-2.18,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Fremont,Ohio,,Silty clay loam,,,10.1,,15,corn-soybean,Chisel plow + Moldboard plow,,600,412,,338,-74,-4933,-1.2,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Jackson,Ohio,,Silt loam ,,,11.67,,12,corn-soybean-alfalfa,Chisel plow + Moldboard plow,,600,274,,197,-77,-6417,-2.34,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Canal Fulton,Ohio,,Loam,,,10.31,,30,corn-soybean,Chisel plow + Moldboard plow,,600,258,,356,98,3267,1.27,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Grove City,Pennsylvania,,Silt loam,,,9.5,,10,corn-soybean,Chisel plow + Moldboard plow,,600,269,,321,52,5200,1.93,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Greenville,Pennsylvania,,Silt loam,,,9.34,,8,corn-soybean,Chisel plow + Moldboard plow,,600,306,,282,-24,-3000,-0.98,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Troy,Pennsylvania,,Silt loam,,,8.13,,20,continuous corn,Chisel plow + Moldboard plow,,600,373,,411,38,1900,0.51,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Lewisburg,Pennsylvania,,Silt loam,,,9.86,,5,corn-soybean,Chisel plow + Moldboard plow,,600,197,,202,5,1000,0.51,
2008,Blanco-Canqui H.; Lal R.,No-tillage and soil-profile carbon sequestration: An on-farm assessment,North,Lancaster,Pennsylvania,,Clay loam,,,11.86,,4,corn-soybean,Chisel plow + Moldboard plow,,600,321,,325,4,1000,0.31,
2007,Sainju U.M.; Caesar-TonThat T.; Lenssen A.W.; Evans R.G.; Kolberg R.,Long-term tillage and cropping sequence effects on dryland residue and soil carbon fractions,North,Culbertson ,Montana,1983,Sandy loam,170,645,5.84,340,21,spring-wheat ,Sweep plow ,100,200,30,,30,0,0,0,
2006,Dolan M.S.; Clapp C.E.; Allmaras R.R.; Baker J.M.; Molina J.A.E.,"Soil organic carbon and nitrogen in a Minnesota soil as related to tillage, residue and nitrogen management",North,Rosemount,Minnesota,1980,Silt loam ,,,7.38,,23,corn-soybean-harvested ,Chisel plow ,,450,97,,108,11,478,0.49,
2006,Dolan M.S.; Clapp C.E.; Allmaras R.R.; Baker J.M.; Molina J.A.E.,"Soil organic carbon and nitrogen in a Minnesota soil as related to tillage, residue and nitrogen management",North,Rosemount,Minnesota,1980,Silt loam ,,,7.38,,23,corn-soybean-harvested ,Moldboard plow ,,450,108,,108,0,0,0,
2006,Dolan M.S.; Clapp C.E.; Allmaras R.R.; Baker J.M.; Molina J.A.E.,"Soil organic carbon and nitrogen in a Minnesota soil as related to tillage, residue and nitrogen management",North,Rosemount,Minnesota,1980,Silt loam ,,,7.38,,23,corn-soybean-stover returned,Chisel plow ,,450,117,,106,-11,-478,-0.41,
2006,Dolan M.S.; Clapp C.E.; Allmaras R.R.; Baker J.M.; Molina J.A.E.,"Soil organic carbon and nitrogen in a Minnesota soil as related to tillage, residue and nitrogen management",North,Rosemount,Minnesota,1980,Silt loam ,,,7.38,,23,corn-soybean-stover returned,Moldboard plow ,,450,117,,106,-11,-478,-0.41,
2005,Jarecki M.K.; Lal R.,Soil organic carbon sequestration rates in two long-term no-till experiments in Ohio,North,South Charleston ,Ohio ,1962,Silt loam,,,10.56,,41,continuous corn ,Chisel plow ,,800,80,,86,6,146,0.18,
2005,Jarecki M.K.; Lal R.,Soil organic carbon sequestration rates in two long-term no-till experiments in Ohio,North,South Charleston ,Ohio ,1962,Silt loam,,,10.56,,41,continuous corn ,Moldboard plow,,800,79,,86,7,171,0.22,
2005,Jarecki M.K.; Lal R.,Soil organic carbon sequestration rates in two long-term no-till experiments in Ohio,North,Hoytville,Ohio ,1987,Clay loam ,,,10.02,,16,corn-soybean,Subsoiling,,800,125,,123,-2,-125,-0.1,
2005,Jarecki M.K.; Lal R.,Soil organic carbon sequestration rates in two long-term no-till experiments in Ohio,North,Hoytville,Ohio ,1987,Clay loam ,,,10.02,,16,corn-soybean-oat,Chisel plow ,,800,125,,122,-3,-188,-0.15,
2005,Jarecki M.K.; Lal R.,Soil organic carbon sequestration rates in two long-term no-till experiments in Ohio,North,Hoytville,Ohio ,1987,Clay loam ,,,10.02,,16,corn-soybean-oat,Rotational tillage,,800,132,,122,-10,-625,-0.47,
2005,Puget P.; Lal R.,Soil organic carbon and nitrogen in a Mollisol in central Ohio as affected by tillage and land use,North,Columbus,Ohio ,1993,Silty clay loam,,,11.35,,8,corn ,"Chisel till, Moldboard plow",,800,,134,143,9,1125,0.84,
2005,Puget P.; Lal R.,Soil organic carbon and nitrogen in a Mollisol in central Ohio as affected by tillage and land use,North,Columbus,Ohio ,1993,Silty clay loam,,,11.35,,8,corn ,Moldboard plow ,,800,139,,143,4,500,0.36,
2005,Al-Kaisi M.M.; Yin X.,Tillage and crop residue effects on soil carbon and carbon dioxide emission in corn-soybean rotations,North,Ames ,Iowa ,1998,Fine loamy ,,,9.67,,3,corn-soybean ,"Strip-tillage, Chisel plow","200,250",150,,52.98,52.57,-0.41,-136.67,-0.26,
2005,Al-Kaisi M.M.; Yin X.,Tillage and crop residue effects on soil carbon and carbon dioxide emission in corn-soybean rotations,North,Ames ,Iowa ,1998,Fine loamy ,,,9.67,,3,corn-soybean ,Deep rip ,460,150,44.67,,52.57,7.9,2633.33,5.9,
2005,Al-Kaisi M.M.; Yin X.,Tillage and crop residue effects on soil carbon and carbon dioxide emission in corn-soybean rotations,North,Ames ,Iowa ,1998,Fine loamy ,,,9.67,,3,corn-soybean ,Chisel plow,250,150,43.64,,52.57,8.93,2976.67,6.82,
2005,Al-Kaisi M.M.; Yin X.,Tillage and crop residue effects on soil carbon and carbon dioxide emission in corn-soybean rotations,North,Ames ,Iowa ,1998,Fine loamy ,,,9.67,,3,corn-soybean ,Moldboard plow,250,150,39.9,,52.57,12.67,4223.33,10.58,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa,1994,Clarion-Nicolet-Webster,330,217,8.79,,7,corn-soybean,Chisel plow ,250,600,195.93,,228,32.07,4581.43,2.34,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa,1994,Galva-Primghar-Sac,348,26,8.79,,7,corn-soybean,Chisel plow ,250,600,177.8,,180.7,2.9,414.29,0.23,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa,1994,Kenyon-Floyd-Clyde,243,342,8.79,,7,corn-soybean,Chisel plow ,250,600,156.9,,169.2,12.3,1757.14,1.12,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa,1994,Marshall,291,18,8.79,,7,corn-soybean,Chisel plow ,250,600,147.1,,157.5,10.4,1485.71,1.01,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa,1994,Otley-Mahaska-Taintor,347,15,8.79,,7,corn-soybean,Chisel plow ,250,600,180.2,,200.6,20.4,2914.29,1.62,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa ,1998,Clarion-Nicolet-Webster,285,193,9.78,,3,corn-soybean,"Strip-tillage, Chisel Plow ","200,250",600,,218.1,224.1,6,2000,0.92,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa ,1998,Clarion-Nicolet-Webster,285,193,9.78,,3,corn-soybean,Chisel Plow,250,600,186.7,,224.1,37.4,12466.67,6.68,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa ,1998,Clarion-Nicolet-Webster,285,193,9.78,,3,corn-soybean,Deep rip ,460,600,173.3,,224.1,50.8,16933.33,9.77,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as affected by tillage system and crop biomass in a corn-soybean rotation,North,Ames ,Iowa ,1998,Clarion-Nicolet-Webster,285,193,9.78,,3,corn-soybean,Moldboard plow,250,600,203.9,,224.1,20.2,6733.33,3.3,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Kanawha ,Iowa,1994,Fine-loamy (Clarion-Nicollet-Webster),,,7.53,,7,corn-soybean ,Chisel plow ,250,300,79.7,,93.3,13.6,1942.86,2.44,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Sutherland,Iowa,1994,Fine-silty (Galva-Primghar-Sac),,,7.65,,7,corn-soybean ,Chisel plow ,250,300,80.1,,80.1,0,0,0,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Nashua,Iowa,1994,Fine-loamy (Kenyon-Floyd-Clyde),,,7.77,,7,corn-soybean ,Chisel plow ,250,300,66.6,,69.3,2.7,385.71,0.58,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Armstrong,Iowa,1994,Fine-silty (Marshall),,,7.52,,7,corn-soybean ,Chisel plow ,250,300,67.2,,68.8,1.6,228.57,0.34,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Crawfordsville ,Iowa,1994,Fine-silty (Otley-Mahaska-Taintor),,,10.21,,7,corn-soybean ,Chisel plow ,250,300,75,,82.6,7.6,1085.71,1.45,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Ames,Iowa,1998,Fine-loamy (Clarion-Nicollet-Webster),,,9.67,,3,corn-soybean ,"Strip-tillage, Chisel plow ","200,250",300,,97.7,84.3,-13.4,-4466.67,-4.57,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Ames,Iowa,1998,Fine-loamy (Clarion-Nicollet-Webster),,,9.67,,3,corn-soybean ,Chisel plow ,250,300,89.4,,84.3,-5.1,-1700,-1.9,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Ames,Iowa,1998,Fine-loamy (Clarion-Nicollet-Webster),,,9.67,,3,corn-soybean ,Deep rip,460,300,76.1,,84.3,8.2,2733.33,3.59,
2005,Al-Kaisi M.M.; Yin X.; Licht M.A.,Soil carbon and nitrogen changes as influenced by tillage and cropping systems in some Iowa soils,North,Ames,Iowa,1998,Fine-loamy (Clarion-Nicollet-Webster),,,9.67,,3,corn-soybean ,Moldboard plow ,250,300,89.3,,84.3,-5,-1666.67,-1.87,
2002,Halvorson A.D.; Wienhold B.J.; Black A.L.,"Tillage, nitrogen, and cropping system effects on soil carbon sequestration",North,Mandan,North Dakota,1983,Loam ,,,5.91,418,12,spring wheat-fallow,Tandem disk,120,304,65.6,,62.9,-2.7,-225,-0.34,
2002,Halvorson A.D.; Wienhold B.J.; Black A.L.,"Tillage, nitrogen, and cropping system effects on soil carbon sequestration",North,Mandan,North Dakota,1983,Loam ,,,5.91,418,12,spring wheat-fallow,"Sweep plow, Tandem disk","80, 120",304,,65.5,62.9,-2.6,-216.67,-0.33,
2002,Halvorson A.D.; Wienhold B.J.; Black A.L.,"Tillage, nitrogen, and cropping system effects on soil carbon sequestration",North,Mandan,North Dakota,1983,Loam ,,,5.91,418,12,spring wheat-winter wheat-sunflower,Disk tillage,150,304,64.1,,70.6,6.5,541.67,0.85,
2002,Halvorson A.D.; Wienhold B.J.; Black A.L.,"Tillage, nitrogen, and cropping system effects on soil carbon sequestration",North,Mandan,North Dakota,1983,Loam ,,,5.91,418,12,spring wheat-winter wheat-sunflower,"Sweep plow, Disk tillage","75, 150",304,,68.9,70.6,1.7,141.67,0.21,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover harvested-0 N,Chisel plow,170,300,87,,107,20,10000,11.49,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover returned- 0 N ,Chisel plow,170,300,95.5,,89.1,-6.4,-3200,-3.35,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover harvested-0 N,Moldboard plow ,230,300,101.2,,107,5.8,2900,2.87,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover returned-0 N,Moldboard plow ,230,300,99.1,,89.1,-10,-5000,-5.05,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover harvested-200 N,Chisel plow,170,300,93.5,,101.6,8.1,4050,4.33,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover returned- 200 N ,Chisel plow,170,300,97.5,,100,2.5,1250,1.28,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover harvested-200 N,Moldboard plow ,230,300,109.8,,101.6,-8.2,-4100,-3.73,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,2,corn-stover returned-200 N,Moldboard plow ,230,300,96.8,,100,3.2,1600,1.65,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover harvested-0 N,Chisel plow,170,300,86.8,,91.4,4.6,354,0.41,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover returned- 0 N ,Chisel plow,170,300,94.7,,85.4,-9.3,-715,-0.76,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover harvested-0 N,Moldboard plow ,230,300,93.5,,91.4,-2.1,-162,-0.17,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover returned-0 N,Moldboard plow ,230,300,94.7,,85.4,-9.3,-715,-0.76,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover harvested-200 N,Chisel plow,170,300,81.7,,87.8,6.1,469,0.57,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover returned- 200 N ,Chisel plow,170,300,101.1,,107.1,6,462,0.46,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover harvested-200 N,Moldboard plow ,230,300,95.5,,87.8,-7.7,-592,-0.62,
2000,Clapp C.E.; Allmaras R.R.; Layese M.F.; Linden D.R.; Dowdy R.H.,"Soil organic carbon and 13C abundance as related to tillage, crop residue, and nitrogen fertilization under continuous corn management in Minnesota",North,Rosemount,Minnesota ,1980,Silt loam,,,7,820,13,corn-stover returned-200 N,Moldboard plow ,230,300,100.4,,107.1,6.7,515,0.51,
1999,Yang X.-M.; Wander M.M.,Tillage effects on soil organic carbon distribution and storage in a silt loam soil in Illinois,North,Urbana,Illinois,1994,Silty loam ,,,10.42,,2,corn-soybean,Disking tillage,100,900,93.5,,89.3,-4.2,-2100,-2.25,
1999,Yang X.-M.; Wander M.M.,Tillage effects on soil organic carbon distribution and storage in a silt loam soil in Illinois,North,Urbana,Illinois,1994,Silty loam ,,,10.42,,2,corn-soybean,Moldboard plow ,700,900,89.8,,89.3,-0.5,-250,-0.28,
2005,Campbell C.A.; Janzen H.H.; Paustian K.; Gregorich E.G.; Sherrod L.; Liang B.C.; Zentner R.P.,Carbon storage in soils of the North American Great Plains: Effect of cropping frequency,North,Mandan,North Dakota,1985,Silty loam,,,5.72,431.32,12,fallow-spring wheat,Stubble mulch,,150,36.2,,35.6,-0.6,-50,-0.14,
2005,Campbell C.A.; Janzen H.H.; Paustian K.; Gregorich E.G.; Sherrod L.; Liang B.C.; Zentner R.P.,Carbon storage in soils of the North American Great Plains: Effect of cropping frequency,North,Mandan,North Dakota,1985,Silty loam,,,5.72,431.32,12,spring wheat-winter wheat-sunflower,Stubble mulch,,150,37.7,,42.2,4.5,375,0.99,
2005,Campbell C.A.; Janzen H.H.; Paustian K.; Gregorich E.G.; Sherrod L.; Liang B.C.; Zentner R.P.,Carbon storage in soils of the North American Great Plains: Effect of cropping frequency,North,Mandan,North Dakota,1985,Silty loam,,,5.72,431.32,12,fallow-spring wheat,Minimum tillage,,150,,37.6,35.6,-2,-167,-0.44,
2005,Campbell C.A.; Janzen H.H.; Paustian K.; Gregorich E.G.; Sherrod L.; Liang B.C.; Zentner R.P.,Carbon storage in soils of the North American Great Plains: Effect of cropping frequency,North,Mandan,North Dakota,1985,Silty loam,,,5.72,431.32,12,spring wheat-winter wheat-sunflower,Minimum tillage,,150,,39.7,42.2,2.5,208,0.52,
2010,Mishra U.; Ussiri D.A.N.; Lal R.,Tillage effects on soil organic carbon storage and dynamics in Corn Belt of Ohio USA,North,Coshocton,Ohio,1962,Silt loam ,140,175,10.55,1000.79,45,continuous corn,Moldboard plowing,400,250,34.35,,60.22,25.87,575,1.67,
2010,Mishra U.; Ussiri D.A.N.; Lal R.,Tillage effects on soil organic carbon storage and dynamics in Corn Belt of Ohio USA,North,Wooster,Ohio,1962,Silty clay loam ,400,210,9.78,959.12,45,continuous corn-corn soybean- corn oat meadow ,Moldboard plowing,400,250,73.46,,91.24,17.78,395,0.54,
2010,Mishra U.; Ussiri D.A.N.; Lal R.,Tillage effects on soil organic carbon storage and dynamics in Corn Belt of Ohio USA,North,South Charleston,Ohio,1962,Silt loam,200,150,10.62,997.40,45,corn-soybean,Moldboard plowing,400,250,34.24,,62.38,28.14,625,1.83,
2010,Mishra U.; Ussiri D.A.N.; Lal R.,Tillage effects on soil organic carbon storage and dynamics in Corn Belt of Ohio USA,North,Coshocton,Ohio,1962,Silt loam ,250,219,10.55,1000.79,45,corn-alfalfa,Moldboard plowing,400,250,37.37,,54.35,16.98,377,1.01,
2010,Mishra U.; Ussiri D.A.N.; Lal R.,Tillage effects on soil organic carbon storage and dynamics in Corn Belt of Ohio USA,North,Hoytville,Ohio,1962,Clay,364,376,9.99,873.58,45,corn-soybean-wheat ,Moldboard plowing,400,250,91.06,,79.39,-11.67,-259,-0.28,
2010,Mishra U.; Ussiri D.A.N.; Lal R.,Tillage effects on soil organic carbon storage and dynamics in Corn Belt of Ohio USA,North,Delaware,Ohio,1962,Silt loam,260,140,10.64,970.87,45,corn-soybean-wheat ,Moldboard plowing,400,250,48.95,,44.85,-4.1,-91,-0.19,
2002,"Sainju U.M.; 
Singh B.P.; Yaffa S.","Soil organic matter and tomato yield following tillage, cover cropping, and nitrogen fertilization",South,Fort Valley,Georgia ,1995,Sandy loam ,100,650,17.3,1070.5,3,wheat-soybean ,Chisel plow - hairy vetch ,400,200,,24,28.7,4.7,1566.7,6.53,
2002,"Sainju U.M.; 
Singh B.P.; Yaffa S.","Soil organic matter and tomato yield following tillage, cover cropping, and nitrogen fertilization",South,Fort Valley,Georgia ,1995,Sandy loam ,100,650,17.3,1070.5,3,wheat-soybean ,Moldboard plow - hairy vetch,250,200,23.5,,28.7,5.2,1733.3,7.38,
2002,"Sainju U.M.; 
Singh B.P.; Yaffa S.","Soil organic matter and tomato yield following tillage, cover cropping, and nitrogen fertilization",South,Fort Valley,Georgia ,1995,Sandy loam ,100,650,17.3,1070.5,3,wheat-soybean ,Chisel plow - winter weeds,400,200,,25,26.3,1.3,433.3,1.73,
2002,"Sainju U.M.; 
Singh B.P.; Yaffa S.","Soil organic matter and tomato yield following tillage, cover cropping, and nitrogen fertilization",South,Fort Valley,Georgia ,1995,Sandy loam ,100,650,17.3,1070.5,3,wheat-soybean ,Moldboard plow - winter weeds ,250,200,22.8,,26.3,3.5,1166.7,5.12,
2006,McVay K.A.; Budde J.A.; Fabrizzi K.; Mikha M.M.; Rice C.W.; Schlegel A.J.; Peterson D.E.; Sweeney D.W.; Thompson C.,Management effects on soil physical properties in long-term tillage studies in Kansas,South,Ashland Bottoms ,Kansas,1974,Silt loam,200,90,13.4,561.6,31,grain sorghum-soybean ,Chisel-disk ,,50,6.85,,10.3,3.45,111.29,1.62,
2006,McVay K.A.; Budde J.A.; Fabrizzi K.; Mikha M.M.; Rice C.W.; Schlegel A.J.; Peterson D.E.; Sweeney D.W.; Thompson C.,Management effects on soil physical properties in long-term tillage studies in Kansas,South,Hays,Kansas,1965,Silt loam,270,100,18.5,965.6,38,wheat-grain sorghum-fallow,Chisel-disk ,,50,7.66,,8.53,0.87,22.89,0.30,
2006,McVay K.A.; Budde J.A.; Fabrizzi K.; Mikha M.M.; Rice C.W.; Schlegel A.J.; Peterson D.E.; Sweeney D.W.; Thompson C.,Management effects on soil physical properties in long-term tillage studies in Kansas,South,Hays,Kansas,1965,Silt loam,270,100,18.5,965.6,38,wheat-grain sorghum-fallow,V-blade sweep-rodweeder,,50,,7.37,8.53,1.16,30.53,0.41,
2006,McVay K.A.; Budde J.A.; Fabrizzi K.; Mikha M.M.; Rice C.W.; Schlegel A.J.; Peterson D.E.; Sweeney D.W.; Thompson C.,Management effects on soil physical properties in long-term tillage studies in Kansas,South,Manhattan,Kansas,1990,Silt loam,180,120,12.5,483.3,13,continuous corn,Chisel-disk ,,50,10.26,,13.08,2.82,216.92,2.11,
